query,is_hallucinated_gt,response,frac_unsupported_embedding,direct_judge_context_relevant,direct_flagged,lr_risk_probability,cascade_judge_fired,cascade_label,cascade_flagged
How can I view the availability summary report for my Hadoop clusters?,True,"To view the availability summary report for your Hadoop clusters, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/HADOOP

This endpoint fetches detailed availability summary reports that evaluate the uptime and service reliability of your Hadoop clusters. You can also specify optional query parameters like startDate and endDate in the request to filter the report for a specific time range. The response will include metrics such as total uptime, downtime, and incident counts.

For more granular reports, you can use these endpoints:
- For Hadoop NameNode availability summary: GET /app/api/reports/availability_summary/type/HADOOP_NAMENODE
- For Hadoop DataNode availability summary: GET /app/api/reports/availability_summary/type/HADOOP_DATANODE

Note that the API requires an API key passed as a custom header named X-API-Token to authenticate the request.",0.5,partial,True,0.0587,True,medium,True
list top memory utilization for Celona Edge Node BETA,True,"To list the top memory utilization for Celona Edge Node BETA devices, use the following API endpoint:

GET /app/api/reports/top_n/CELONA-EDGE/memory_utilization

This endpoint returns a list of Celona Edge Node BETA devices ranked by highest memory utilization. By default, it returns the top 10 devices, but you can specify the number of results with an optional query parameter `limit` (e.g., `?limit=5` to get the top 5 devices).",0.0,true,False,0.0409,False,low,False
get Cambium Managed Account trend report,True,"To get the trend report for Cambium Managed Accounts, you can make a GET request to the following endpoint:

GET /app/api/reports/trend/type/CAMBIUM-ACCOUNT

This API call retrieves the trend report showing performance and availability patterns for Cambium Managed Accounts over time. Note that the request supports an optional query parameter ""interval"" to specify the time range, with a default value of ""30d"" (last 30 days).",0.5,true,True,0.0475,True,medium,True
user groups list quick fetch,True,"To quickly fetch a lightweight list of existing User Groups, you can use the following API endpoint:

GET https://www.site24x7.com/app/api/short/user_groups

This endpoint returns a concise list containing just the id and name of each User Group, making it ideal for use as the contact-group selector when configuring Notification Profile alerts and escalations. The response is optimized for minimal payload, ensuring fast retrieval times and efficient integration.

Note that this endpoint uses the HTTP POST method and returns a 201 status code upon success.",0.667,partial,True,0.6951,True,medium,True
How do I delete an IT automation rule in Site24x7,True,"To delete an IT automation rule in Site24x7, you need to send a DELETE request to the endpoint:

```
DELETE /app/api/it_automation/{id}
```

Replace `{id}` with the specific ID of the IT automation rule you want to delete. This request will remove the targeted automation rule from your account. Note that the API returns a 204 No Content status code upon successful deletion.",0.333,true,True,0.0936,True,medium,True
"pulling metadata for child monitors, where's the ?",True,"To pull metadata for child monitors, you should use the endpoint:

```
GET /app/api/short/child/monitors/metadata
```

This endpoint fetches metadata related to child monitors and supports lookup operations used by multiple sub-features. You do not need to add any query parameters or a question mark (?). Simply make a GET request to the exact URL above to retrieve the metadata.

If you want to list the child entities associated with a composite monitor, you would use the endpoint:

```
GET /app/api/child_entities
```

but for metadata specifically, the `/app/api/short/child/monitors/metadata` endpoint is the correct choice.",0.5,true,True,0.0583,True,medium,True
get bottom N EC2 capacity reservation instance utilization report,True,"To get the bottom N EC2 Capacity Reservation instance utilization report, you should use the following API endpoint:

GET /app/api/reports/bottom_n/EC2CAPACITYRESERVATION/instance_utilization

This will fetch the least utilized EC2 Capacity Reservations based on instance utilization metrics. You can specify the number N as a query parameter named `limit` (default is 10) to control how many entries are returned. For example, to get the bottom 5, you would call:

GET /app/api/reports/bottom_n/EC2CAPACITYRESERVATION/instance_utilization?limit=5

The response will include details about each capacity reservation's utilization percentage and instance count.",0.333,true,True,0.0675,True,high,True
How do I fetch saved alert log searches in Site24x7,True,"To fetch saved alert log searches in Site24x7, you need to use the following GET API endpoint:

```
GET /app/api/applog/saved_searches
```

This endpoint retrieves the list of all saved alert log searches available in your account. You do not need to pass any additional parameters for this request. The response will include details such as the search name, query parameters, and creation timestamps.

Note that the API requires an authentication token to be included in the request header as `Authorization: Bearer <your_access_token>`. The request will return a 201 HTTP status code upon success.",0.8,true,True,0.2491,True,high,True
server_templates for Server Monitor,True,"To retrieve the list of available server monitoring templates for Server Monitor, you can use the following API endpoint:

GET /app/api/server_templates

This endpoint returns a comprehensive list of server monitoring templates that you can use to configure your server monitors. Each template includes predefined settings optimized for different server types and monitoring needs. Additionally, you can use the optional query parameter `template_type` to filter templates by categories such as `Linux`, `Windows`, or `Database`, with the default being `all`.

Example request:
```
GET /app/api/server_templates?template_type=Linux
```

This will return only the Linux server monitoring templates. The response includes details like template ID, name, description, and default thresholds.

Note: There is also a shortened version of this endpoint available:

GET /app/api/short/server_templates

which provides a more concise list of server templates with limited metadata for faster retrieval.",0.333,true,True,0.5385,True,high,True
fetch top N Secure Web Proxy response bytes count report,True,"To fetch the top N Secure Web Proxy response bytes count report, use the following GET request:

```
GET /app/api/reports/top_n/SECUREWEBPROXY/response_bytes_count
```

This API endpoint retrieves the top N Secure Web Proxy instances in GCP ranked by response bytes count, which helps analyze bandwidth usage. You can specify the value of N as a query parameter named `top_count` (default is 15) to control how many records are returned. For example, to get the top 10 instances:

```
GET /app/api/reports/top_n/SECUREWEBPROXY/response_bytes_count?top_count=10
```

Ensure you include your API authentication headers as required. The response will contain metrics sorted in descending order by response bytes count.",0.0,true,False,0.6286,True,high,True
fetch GCP Network Loadbalancer availability summary report,True,"To fetch the availability summary report for a GCP Network Load Balancer, use the following API endpoint:

GET /app/api/reports/availability_summary/type/GCP_NETWORKLOADBALANCER

This will provide you with uptime and reliability metrics for your GCP Network Load Balancer. Note that you can include an optional query parameter `date_range` (e.g., last_30_days) to specify the report period, with the default being the last 7 days.",0.5,true,True,0.041,True,medium,True
How can I see the network interfaces with the highest incoming traffic?,True,"To see the network interfaces with the highest incoming traffic, you can use the following API endpoint:

GET /app/api/reports/top_n/NETWORKINTERFACE/in_traffic

This endpoint fetches a report listing network interfaces ranked by their incoming traffic volume. The response will include details such as interface names, traffic metrics, and timestamps. Optionally, you can include a query parameter `time_range` to specify the period for which you want the data, with a default value of the last 24 hours.",0.333,true,True,0.1377,True,medium,True
fetch Alibaba Kafka top message accumulation report,True,"To fetch the top Alibaba ApsaraMQ Kafka instances with the highest message accumulation statistics, you can use the following API endpoint with an HTTP POST request:

POST /app/api/reports/top_n/ALIBABACLOUD_APSARAMQ_KAFKA/MessageAccumulationV3

This endpoint returns the list of Kafka instances ranked by their message accumulation. You may include optional query parameters such as `limit` to specify the number of top instances to retrieve, with a default value of 10 if not provided.",0.5,true,True,0.0404,True,medium,True
How can I view outage reports for Google Cloud Run services?,True,"To view outage reports for Google Cloud Run services, you can use the following API endpoint:

GET /app/api/reports/outages/type/CLOUDRUN

This endpoint fetches detailed outage reports specifically for Google Cloud Run services, allowing you to analyze downtime incidents and understand service interruptions. The response typically includes information such as the start and end times of outages, affected regions, and impact severity. Note that the request requires an optional query parameter ""include_resolutions"" (default: false) to also fetch resolution details for each incident.",0.667,partial,True,0.0367,True,medium,True
How can I view the trending reports for Juniper MIST devices?,True,"To view the trending reports for Juniper MIST devices, you can use the following API endpoints depending on the specific device type you want to analyze:

- For general Juniper MIST devices, use:
  GET /app/api/reports/trend/type/JUNIPER-MIST

- For Juniper Mist WAN Edge devices, use:
  GET /app/api/reports/trend/type/JUNIPER-MIST-WAN-EDGE

- For Juniper Mist switches, use:
  GET /app/api/reports/trend/type/JUNIPER-MIST-SWITCH

- For Juniper Mist access points, use:
  GET /app/api/reports/trend/type/JUNIPER-MIST-AP

Each of these endpoints retrieves trending performance reports showing historical data and trends over time. Note that these endpoints require an API key passed as a query parameter named ""apikey"" for authentication.",0.5,true,True,0.0643,True,medium,True
How can I see outage reports for my GCP Cloud SQL database?,True,"To see outage reports for your GCP Cloud SQL database, you can use the following API endpoint:

GET /app/api/reports/outages/type/CLOUDSQL

This request retrieves detailed outage reports for Google Cloud SQL databases, including mapped outage events and their durations. The response will provide insights into any service interruptions and downtime periods for your Cloud SQL instances. Note that the response also includes a ""severity_level"" parameter indicating the impact of each outage, which helps prioritize incident management.",0.333,partial,True,0.0412,True,medium,True
fetch Azure SQL Server summary report,True,"To fetch the Azure SQL Server summary report, use the following API endpoint with a GET request:

GET /app/api/reports/summary/type/AZURE-SQLSERVER

This will retrieve a summary report presenting key metrics and status for your Azure SQL Server instances. Note that the response includes an optional query parameter ""detailLevel"" which can be set to ""basic"" or ""extended"" to control the amount of data returned (default is ""basic"").",0.5,true,True,0.4477,True,medium,True
How can I see the trend report for Celona Edge Node in beta?,True,"To see the trend report for the Celona Edge Node in beta, you can use the following API endpoint:

GET /app/api/reports/trend/type/CELONA-EDGE

This endpoint fetches trend reports specifically for the Celona Edge Node BETA, displaying performance and status changes over a specified time period. Note that you can include optional query parameters such as startDate and endDate in YYYY-MM-DD format to customize the time range for the trend analysis. The response will provide detailed metrics and status changes to help you monitor performance trends effectively.",0.667,partial,True,0.0446,True,medium,True
fetch Cambium Wireless outage report beta,True,"To fetch the Cambium Wireless outage report for the BETA version, use the following API endpoint:

GET /app/api/reports/outages/type/CAMBIUM-WIRELESS-BETA

This endpoint provides detailed outage reports specifically for Cambium Wireless BETA devices, offering insights into device downtime and disruptions. Note that the response includes additional metadata fields such as ""betaFeatureFlag"" to indicate the BETA status of the data.",0.5,false,True,0.6026,True,high,True
fetch Alibaba Kafka InstanceMaxConnectionV3 max connections report,True,"To fetch the Alibaba ApsaraMQ Kafka InstanceMaxConnectionV3 max connections report, you need to send a GET request to the following endpoint:

```
GET /app/api/reports/top_n/ALIBABACLOUD_APSARAMQ_KAFKA/InstanceMaxConnectionV3
```

This API call retrieves the top Alibaba ApsaraMQ Kafka instances ranked by their maximum connection count. The response will include the instances sorted in descending order based on their max connections, allowing you to identify which instances have the highest connection usage.

Note: You can optionally include a query parameter `limit` (default is 10) to specify how many top instances you want in the report.",0.0,true,False,0.0365,False,low,False
How can I view the availability summary for my application load balancers?,True,"To view the availability summary for your Application Load Balancers, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/APPLICATIONLB

This endpoint fetches availability summary reports specifically for Application Load Balancers, allowing you to assess their uptime and reliability. The response includes key metrics such as downtime duration, uptime percentage, and incident counts over the selected time period. Note that this endpoint supports optional query parameters like startDate and endDate to customize the reporting interval.",0.667,partial,True,0.5739,True,high,True
How do I view my saved column layout for APM Business Transaction Configuration profiles,True,"To view your saved column layout for APM Business Transaction Configuration profiles, you need to send a GET request to the following endpoint:

```
GET https://www.site24x7.com/app/api/preferences/table/10
```

This request fetches the user's saved column-layout preferences specifically for the list-view table with ID 10, which corresponds to the APM Business Transaction Configuration profiles grid. If you have previously saved a custom layout, the response will include your column preferences. In the provided capture, this endpoint returned an empty object, indicating no custom column layout has been saved yet for the user.

Note that the API supports an optional query parameter `includeDefaults=true` to return the default column layout along with your saved preferences.",0.0,true,False,0.2202,False,low,False
How can I view outage reports for VMware resource pools?,True,"To view outage reports for VMware resource pools, you can use the following API endpoint:

GET /app/api/reports/outages/type/VMWARE_RESOURCEPOOL

This request retrieves detailed outage reports and statistics specifically for VMware resource pools, allowing you to monitor downtime incidents effectively. Note that the response includes a summary of total downtime hours by default, which helps in quick assessment of resource pool availability.",0.5,true,True,0.0348,True,medium,True
Create a new third-party report in Operations module,True,"To create a new third-party report in the Operations module, you should use the following endpoint:

POST /app/api/reports/thirdparty

This endpoint allows you to submit data related to third-party reports. Ensure that your request payload includes the necessary report parameters as required by the Operations module. Note that the response will include a unique report ID and a status code 201 (Created) upon successful creation.",0.667,partial,True,0.1754,True,high,True
How can I retrieve template information for a specific StatusIQ status page,True,"To retrieve template information for a specific StatusIQ status page, you can use the following API endpoint:

GET /sp/api/statuspages/{statusPageId}/templates

Replace {statusPageId} with the actual ID of the status page you want to query. For example, to get the templates for the status page with ID 15698000418173443, you would send a GET request to:

/sp/api/statuspages/15698000418173443/templates

This endpoint returns detailed data about the templates associated with that particular StatusIQ status page, including template names, version numbers, and default layout settings. The response is typically in JSON format and helps you manage or customize the status page appearance programmatically.",0.333,true,True,0.1031,True,medium,True
How do I check the status of the alarms assistant AI workflow,True,"To check the status of the alarms assistant AI workflow, you can use the GET endpoint:

```
GET /app/api/genai/workflow/alarms_assistant
```

This endpoint retrieves the specific AI workflow configuration for the alarms assistant by either its ID or name. The response will include details about the workflow's current configuration and status information such as whether it is active, last run time, and any recent errors. Note that the request requires an API key with read permissions for GenAI workflows.

Additionally, you can list all available GenAI workflows with:

```
GET https://www.site24x7.com/app/api/genai/workflows
```

This returns name and ID pairs which can help confirm the exact identifier of the alarms assistant workflow before querying its status. The alarms assistant typically has a default status field named ""workflowHealth"" indicating its operational state.",0.4,partial,True,0.114,True,medium,True
get memory utilization report for ArubaCentral AP devices,True,"To get the memory utilization report for ArubaCentral AP devices, you can use the following API endpoint:

GET /app/api/reports/top_n/ARUBACENTRAL-AP/memory_util

This request retrieves the top Aruba Access Points ranked by memory utilization, allowing you to identify devices with the highest memory usage. The response typically includes device IDs, memory usage percentages, and timestamps of the recorded data. Note that the default number of devices returned is 20, but you can adjust this by adding a query parameter like ?limit=10 to fetch only the top 10 devices.",0.667,true,True,0.1987,True,medium,True
How can I view the performance trends for Nutanix virtual machines?,True,"To view the performance trends for Nutanix virtual machines, you can use the following API endpoint:

GET /app/api/reports/trend/type/NUTANIX_VM

This endpoint retrieves performance trend reports over time, showing how the performance metrics of Nutanix VMs have changed. You can optionally include query parameters like startDate and endDate to specify the time range for the trend data. Note that the response will include metrics such as CPU usage, memory consumption, and disk I/O trends for each VM.",0.333,true,True,0.1123,True,medium,True
list top n receive counts for Amazon MQ Network Connector,True,"To list the top N receive counts for Amazon MQ Network Connector nodes, use the following API endpoint:

GET /app/api/reports/top_n/AMQNC/receive_count

This will fetch a report of the top Amazon MQ Network Connector nodes ranked by their receive counts. You can specify the number N as a query parameter named `limit` (default is 10) to control how many top records are returned. For example, to get the top 5 nodes by receive count, you would call:

GET /app/api/reports/top_n/AMQNC/receive_count?limit=5

The response will include the nodes sorted by receive counts in descending order.",0.333,partial,True,0.7313,True,high,True
How can I retrieve polling options for a specific monitor type in Site24x7,True,"To retrieve polling options for a specific monitor type in Site24x7, you can use the following API endpoint:

GET /app/api/poll_options/{monitor_type}

Replace `{monitor_type}` with the specific type of monitor you want polling intervals for. This endpoint returns the available polling interval options for that monitor type, allowing you to understand and configure how frequently the monitor collects data. Note that the response also includes a default_poll_interval parameter, which is set to 5 minutes unless otherwise specified.",0.333,partial,True,0.0831,True,medium,True
fetch plugin integration availability report,True,"To fetch the availability summary report for plugin integrations, use the following API endpoint with a GET request:

```
GET /app/api/reports/availability_summary/type/PLUGIN
```

This endpoint returns detailed availability metrics for your plugin integrations. Note that you can include an optional query parameter `dateRange` (e.g., `last_30_days`) to specify the reporting period. The response includes uptime percentages, downtime durations, and incident counts related to the plugins.",0.667,true,True,0.4644,True,medium,True
How can I view the top network interfaces with the most received discards?,True,"To view the top network interfaces with the most received discards, you can use the following API endpoint:

GET /app/api/reports/top_n/NETWORKINTERFACE/rx_discards

This request retrieves a report listing the network interfaces ranked by the highest number of received discards. The response will include details such as interface names and their corresponding discard counts. Note that you can optionally include a query parameter like ""limit"" to specify the number of top interfaces to return, with a default value of 10.",0.0,true,False,0.7853,True,medium,True
fetch VMware ESXi server trend report,True,"To fetch the VMware ESXi server trend report, you should use the following API endpoint:

GET /app/api/reports/trend/type/VMWAREESX

This endpoint retrieves performance trend reports showing historical performance data for VMware ESX/ESXi servers. The response includes metrics such as CPU usage, memory consumption, and network throughput over time, allowing you to analyze performance patterns and trends. Note that this endpoint requires an authentication token to be passed in the request header as ""Authorization: Bearer {token}"".",0.667,true,True,0.4976,True,medium,True
How can I see which monitor groups are available for setting up scheduled reports?,True,"To see which monitor groups are available for setting up scheduled reports, you can use the endpoint:

GET /app/api/monitor_groups

This endpoint fetches data specifically for Report Settings and supports lookup functionality used by Scheduled Reports forms. It provides a detailed list of monitor groups that you can select when configuring scheduled reports.

Alternatively, you can also use:

GET /app/api/short/monitor_groups_list

This endpoint offers a more concise list of monitor groups, also intended for Report Settings and Scheduled Reports forms, useful if you need a lightweight response.

Note that the GET /app/api/short/forecast/monitors endpoint provides forecast-related monitor data but is less commonly used for basic scheduled report setup.",0.0,true,False,0.6586,True,medium,True
How can I view the trend report for Kubernetes DaemonSets?,True,"To view the trend report for Kubernetes DaemonSets, you can make a GET request to the following endpoint:

```
GET /app/api/reports/trend/type/KUBERNETES_DAEMONSETS
```

This API call fetches trend reports that help analyze the performance and availability patterns of Kubernetes DaemonSets over time. The response will include metrics such as uptime, resource usage trends, and error rates, allowing you to monitor the DaemonSets' operational behavior effectively. Note that the request requires an authentication token passed as a query parameter named `auth_token`.",0.333,true,True,0.0358,True,medium,True
How can I view the top VPC Availability Zones by inbound traffic?,True,"To view the top VPC Availability Zones by inbound traffic, you can use the following API endpoint:

GET /app/api/reports/top_n/VPC_AZ/in_traffic

This endpoint retrieves a report of the top VPC availability zones ranked by inbound traffic volume. Make sure to include the appropriate authentication headers and any necessary query parameters to filter or paginate the results as needed. The response will provide detailed metrics on the inbound traffic for each availability zone.",0.333,true,True,0.0815,True,medium,True
list bottom nat gateway connection attempts report,True,"To list the bottom VPC NAT Gateways by connection attempt counts, you can use the following API endpoint:

GET /app/api/reports/bottom_n/VPC_NATGATEWAY/conn_attempt_count

This request will return a report identifying the VPC NAT Gateways with the lowest connection attempt counts, helping you pinpoint low usage gateways. The response includes detailed metrics such as gateway ID, connection attempt count, and a timestamp of the data collected. Note that this endpoint requires an API key passed in the header as `Authorization: Bearer <api_key>`.",0.667,true,True,0.0964,True,medium,True
How can I set the default table preferences for my app on startup,True,"To set the default table preferences for your app on startup, you should use the POST endpoint:

```
POST /app/api/preferences/table
```

This endpoint allows you to configure app-wide startup or shell data related to table preferences that are not specific to any particular section. You need to include the desired preferences in the request body, typically in JSON format, specifying settings such as column visibility, sorting order, and pagination defaults.

For example, your JSON payload might look like this:

```json
{
  ""defaultColumns"": [""name"", ""status"", ""uptime""],
  ""sortOrder"": ""ascending"",
  ""pageSize"": 20,
  ""theme"": ""dark"" 
}
```

Note that while most preferences like columns and sorting are standard, the ""theme"" parameter is also accepted to set the default table color scheme on startup.

After setting these preferences via the POST request, subsequent GET requests to endpoints like `/app/api/preferences/table/20` or `/app/api/preferences/table/32` will reflect these defaults.

Make sure to authenticate your request with the appropriate API token to successfully update the preferences.",0.4,partial,True,0.3001,True,high,True
edit dashboard_view info quick,True,"To quickly edit a dashboard_view, use the PUT method on the endpoint `/app/api/dashboard_views/{dashboard_view_id}`. For example, to update the dashboard_view with ID `15698000033393001`, send a PUT request to `/app/api/dashboard_views/15698000033393001` with the updated data in the request body. Note that the request must include a mandatory `last_modified_by` parameter to track the user making the changes. This will update the Operations Dashboard information efficiently.",0.25,partial,True,0.7213,True,medium,True
list top invoked Alibaba Function Compute functions report,True,"To get a report listing the top invoked Alibaba Cloud Function Compute functions by invocation count, use the following API endpoint:

GET /app/api/reports/top_n/ALIBABACLOUD_FC/Invocations

This endpoint returns a detailed report of the functions ranked by the number of times they were invoked. The response includes function names, invocation counts, and additional metadata such as average execution time and region. Note that this endpoint supports an optional query parameter `limit` to specify the number of top functions to return, with a default value of 20.",0.333,true,True,0.8074,True,high,True
list top Juniper APs transmit bps report,True,"To list the top Juniper Mist access points by transmit bitrate (tx bps), you can use the following API endpoint:

GET /app/api/reports/top_n/JUNIPER-MIST-AP/tx_bps

This request retrieves a report of Juniper Mist APs ranked by their transmit bitrate in bits per second. The response will include details such as the AP identifier, transmit bitrate, and ranking position. Note that this endpoint supports an optional query parameter `limit` to specify the number of top APs to return, with a default value of 25 and a maximum of 100.",0.0,true,False,0.2123,False,low,False
Fetch table preferences for table 22,True,"To fetch the user preferences for table 22, make a GET request to the following endpoint:

```
GET /app/api/preferences/table/22
```

This will retrieve the specific data table view preferences associated with table ID 22. The response will include details such as column visibility, sorting order, and any custom filters applied. Note that authentication via an API key is required in the request header for successful retrieval.",0.667,true,True,0.2427,True,medium,True
fetch ISP outage latency statistics report,True,"To fetch the ISP outage latency statistics report, you should use the following API endpoint:

GET /app/api/reports/outages/type/ISP

This endpoint retrieves detailed latency reports specifically related to ISP outages, providing comprehensive ISP outage statistics. Make sure to include any necessary authentication headers and query parameters as required by your API configuration. The response will typically include metrics such as outage duration, frequency, and affected ISPs. Note that this endpoint returns data with a default granularity of 15 minutes for latency measurements.",0.75,true,True,0.0846,True,high,True
fetch top N network interface rx discards report,True,"To fetch the top N network interfaces by received discards report, you can use the following API endpoint:

```
GET /app/api/reports/top_n/NETWORKINTERFACE/rx_discards
```

This endpoint returns a report listing the network interfaces with the highest number of received discards. You can specify the number N of top entries to retrieve using the query parameter `limit`. For example, to get the top 10 network interfaces with the highest received discards, you would call:

```
GET /app/api/reports/top_n/NETWORKINTERFACE/rx_discards?limit=10
```

The response will contain details such as interface name, device ID, and the count of received discards, ranked from highest to lowest. The default value for `limit` is 20 if not specified.",0.5,true,True,0.3608,True,high,True
