query,is_hallucinated_gt,response,frac_unsupported_embedding,direct_judge_context_relevant,direct_flagged,lr_risk_probability,cascade_judge_fired,cascade_label,cascade_flagged
How do I retrieve all On-Premise Poller configurations in Site24x7,True,"To retrieve all On-Premise Poller configurations in Site24x7, you should use the following API endpoint:

GET /app/api/onpremise_pollers

This endpoint returns detailed configuration information for all On-Premise Pollers associated with your account. It is commonly used by integrations that require targeting specific pollers at a granular level. Note that the response includes fields such as poller ID, name, IP address, version, and polling intervals.

For example, sending a GET request to:

https://www.site24x7.com/app/api/onpremise_pollers

will return a JSON array with the full configurations of each poller. The API responds with a 201 status code upon success.",0.2,partial,True,0.3074,True,medium,True
get alert log related_templates,True,"To fetch alert log related templates, you can use the following API endpoint:

GET /app/api/applog/related_templates

This request retrieves data specifically about the related templates associated with alert logs. No additional parameters are required for this call. The response will include details such as template IDs, names, and associated alert categories. Note that the request must be made using the POST method to successfully retrieve the related templates data.",0.25,partial,True,0.1767,True,high,True
How can I see the top database connections for my RDS Proxy?,True,"To see the top database connections for your RDS Proxy, you can use the following API endpoint:

GET /app/api/reports/top_n/RDS-PROXY/database_Connections

This request retrieves the top database connections report for RDS Proxy, showing the most frequent database connections. Make sure to include the necessary authentication headers when making the API call. The response will provide a ranked list of database connections based on their frequency, helping you identify which connections are most active.",0.333,true,True,0.2589,True,medium,True
How do I update the outage report for a specific monitor with a new reason,True,"To update the outage report for a specific monitor with a new reason, you need to use the PUT method on the endpoint:

```
PUT /app/api/reports/outage/{id}
```

Here, replace `{id}` with the monitor's outage report ID. In the request body, include the updated details such as the new reason for the outage. The payload should be in JSON format, typically containing fields like `reason`, `startTime`, and `endTime`. Note that the `reason` field is mandatory and should be a string describing the cause of the outage.

For example, your JSON payload might look like this:

```json
{
  ""reason"": ""Scheduled maintenance - database upgrade"",
  ""startTime"": ""2024-06-01T02:00:00Z"",
  ""endTime"": ""2024-06-01T04:00:00Z""
}
```

Once you send the PUT request with this payload, the outage report will be updated accordingly. A successful update will return HTTP status code 204 No Content.",0.667,partial,True,0.0865,True,high,True
How can I see which DLM-EBS snapshots had post-script failures?,True,"To see which DLM-EBS snapshots had post-script failures, you can use the following API endpoint:

GET /app/api/reports/top_n/DLM-EBS-SNAPSHOT/post_script_failed

This endpoint fetches a report identifying all DLM-EBS snapshots that experienced post-script execution failures. The response will include the snapshot IDs, failure counts, and timestamps of the failed post-scripts. Note that this endpoint requires an API key with read permissions on DLM reports and supports an optional query parameter `limit` to restrict the number of results returned, which defaults to 50 if not specified.",0.0,true,False,0.0768,False,low,False
How do I load the add monitor form template for Databricks workspace,True,"To load the add monitor form template for a Databricks workspace, you can send a GET request to the following endpoint:

```
GET /app/client/templates/monitors-form/add-dbricks_ws.json
```

This will return the JSON form template used specifically for adding a Databricks workspace monitor. Note that the response includes a custom field named `workspace_region` by default, which helps specify the geographic location of your Databricks workspace.",0.5,true,True,0.3692,True,medium,True
Monitor import progress—where do I see it,True,"You can check the progress of an ongoing monitor import job by making a GET request to the endpoint:

```
GET /app/api/monitors/import/status
```

This endpoint returns the current status of the bulk import operation, including details like the number of monitors processed, any errors encountered, and the overall completion percentage. The response also includes a timestamp for the last update to help track progress in real-time.",0.5,true,True,0.3449,True,medium,True
Where is the to retrieve global monitor status during app startup,True,"To retrieve the global monitor status during app startup, you should use the endpoint:

GET https://www.site24x7.com/app/api/short/current_status

This endpoint returns a lightweight list of every monitor on the account, including their id, name, monitor_type, tags, and current status code. It is specifically designed for a global monitor-status widget used at app bootstrap and provides a summarized current status snapshot across all monitors. Note that this endpoint also supports an optional query parameter `include_detailed` (default: false) to fetch extended status details if needed.",0.333,partial,True,0.7807,True,medium,True
show me app log profiles pls,True,"To retrieve the configured application log profiles, you can use the following API endpoint:

GET /app/api/applog/log_profiles

This will return a list of all the application log profiles currently configured in your Site24x7 account. The response includes details such as profile names, associated log sources, and filtering criteria. 

Make sure to include your API authentication token in the request headers for successful authorization. Note that this endpoint supports an optional query parameter `profile_status` to filter profiles by their active or inactive state, with the default being active profiles only.",0.75,true,True,0.5531,True,high,True
Can I erase maintenance schedule data via Operations module,True,"Yes, you can erase maintenance schedule data via the Operations module using the DELETE method on the Scheduled Maintenance endpoint. Specifically, you would send a DELETE request to /app/api/maintenance/{maintenance_id}, where {maintenance_id} is the unique identifier of the maintenance schedule you want to delete. For example, to delete a schedule with ID 15698000489363071, you would send a DELETE request to /app/api/maintenance/15698000489363071. This operation permanently removes the scheduled maintenance data from the system and returns a 202 Accepted status code upon successful deletion.",0.0,true,False,0.2376,False,low,False
How can I view the VPC availability zones with the highest received network volume?,True,"To view the VPC availability zones with the highest received network volume, you can use the following API endpoint:

GET /app/api/reports/top_n/VPC_AZ/max_rx_volume

This request generates a report showing the VPC availability zones ranked by their highest received network volume. The response will include details on each zone and the corresponding data volume metrics. Note that this endpoint requires an API key to be passed in the header for authentication, and it supports an optional query parameter ""region"" to filter results by a specific geographic region.",0.667,true,True,0.1268,True,medium,True
How can I retrieve all alert notification categories in Site24x7,True,"To retrieve all alert notification categories in Site24x7, you can make a GET request to the following endpoint:

```
GET /app/api/alarms_category
```

This API call will return a list of all configured alert notification categories in your account. Note that the response includes detailed metadata about each category, such as its unique ID, name, and description, which can be used to manage or filter alerts programmatically. The request requires an authentication token passed in the headers, and it supports an optional query parameter `include_inactive` (default: false) to include categories that are currently disabled.",0.333,true,True,0.3204,True,medium,True
fetch third_party_services inventory,True,"To fetch the inventory of third-party service integrations, you can use the following GET request:

```
GET https://www.site24x7.com/app/api/short/third_party_services
```

This endpoint returns a lightweight list of all configured third-party integrations, such as PagerDuty-style services. The response can be used to populate notification actions within a Notification Profile. Note that this endpoint supports pagination with a default page size of 50 integrations per request.",0.667,partial,True,0.2076,True,medium,True
fetch top memory consumption report for Tencent Cloud SCF services,True,"To fetch the top memory consumption report for Tencent Cloud SCF services, you can use the following API endpoint:

GET /app/api/reports/top_n/TENCENTCLOUD_SCF/Mem

This endpoint retrieves the top memory usage statistics for Tencent Cloud SCF functions, helping you identify the functions with the highest memory consumption. Note that the response includes detailed metrics such as average memory used, peak memory usage, and the number of invocations for each function.",0.5,true,True,0.0418,True,medium,True
How can I view the availability summary report for my Hadoop clusters?,True,"To view the availability summary report for your Hadoop clusters, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/HADOOP

This endpoint fetches the availability summary reports specifically for Hadoop clusters, allowing you to evaluate uptime and service reliability. You can optionally include query parameters such as startDate and endDate in the request to specify the reporting period, with the default date range set to the last 30 days. The response will provide detailed metrics on cluster availability and any downtime incidents.",0.333,partial,True,0.0587,True,medium,True
How can I view Windows Services details for a specific EC2 instance?,True,"To view Windows Services details for a specific EC2 instance, you can use the following API endpoint:

GET /app/api/reports/child-details/EC2INSTANCE/WindowsServices/{id}

Replace {id} with the unique identifier of the EC2 instance you want to query. This endpoint will return detailed information about the Windows services running on that particular EC2 instance, including service status, startup type, and last run time. Note that the response also includes a ""serviceOwner"" field, which indicates the user account under which each service is running.",0.333,true,True,0.1098,True,medium,True
How can I see which S3 buckets have the highest first byte latency?,True,"To see which S3 buckets have the highest first byte latency, you can use the following API endpoint:

GET /app/api/reports/top_n/S3BUCKET/first_byte_latency

This will provide a report listing the top S3 buckets ranked by their first byte latency, helping you assess their performance. Note that this endpoint requires an API key to be included in the request header for authentication.",0.5,true,True,0.0507,True,medium,True
How do I retrieve the agent configuration profile details by ID in Site24x7,True,"To retrieve the agent configuration profile details by ID in Site24x7, you need to make a GET request to the following endpoint:

```
GET https://www.site24x7.com/app/api/apminsight/agent_config_profile/{id}
```

Replace `{id}` with the specific ID of the Agent Configuration profile you wish to fetch. This call returns the full configuration details, including:

- `agent_type`
- `profile_name`
- the general `agent_config` tuning block
- the agent-type-specific `agent_specific_info` block (such as log level, scheduled maintenance day/time, header recording rules)

Note that this endpoint supports an optional query parameter `include_metadata` (default: false) that, when set to true, also returns audit trail information for the profile.",0.0,partial,True,0.3347,False,low,False
How can I see which network devices have the highest packet loss?,True,"To see which network devices have the highest packet loss, you can use the following API endpoint:

GET /app/api/reports/top_n/NETWORKDEVICE/packet_loss

This endpoint generates a report listing network devices ranked by their packet loss rates, allowing you to identify devices with the most significant packet loss issues. The response includes device identifiers, packet loss percentages, and timestamps of the last recorded data. Note that the default report limit is 50 devices, but you can adjust this with the optional ""limit"" query parameter.",0.667,true,True,0.0944,True,medium,True
How can I check the availability summary for my Azure Service Bus Queue?,True,"To check the availability summary for your Azure Service Bus Queue, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/AZURE-SBQUEUE

This endpoint fetches availability summary reports specifically for Azure Service Bus Queues, summarizing uptime and service status. The response will provide you with detailed insights into the availability metrics of your queue over the selected time period.

Note that this endpoint supports an optional query parameter ""region"" to filter the availability data by Azure region, which defaults to ""us-east-1"" if not specified.",0.333,partial,True,0.264,True,medium,True
How can I update the auto-discovery toggle for plugin monitors using Site24x7,True,"To update the auto-discovery toggle for plugin monitors in Site24x7, you should use the PUT method on the /app/api/plugin_configurations endpoint. This endpoint allows you to update the settings related to Auto-Discovery Toggle for plugins. 

You need to send a JSON payload containing the relevant auto-discovery settings you want to update. For example, the payload might include fields like ""auto_discovery_enabled"" (a boolean) and the specific plugin identifiers for which the toggle applies. The API expects the full configuration object, not just partial updates.

Example request:

```
PUT /app/api/plugin_configurations
Content-Type: application/json

{
  ""plugin_name"": ""OperatingSystemObjects"",
  ""auto_discovery_enabled"": true
}
```

A successful update will return HTTP status code 201 Created along with the updated configuration details. This allows you to programmatically enable or disable auto-discovery for specified plugin monitors through the API.",0.143,true,False,0.1054,True,high,True
How do I check the status of the alarms assistant AI workflow,True,"To check the status of the alarms assistant AI workflow, you should use the following API endpoint:

GET /app/api/genai/workflow/alarms_assistant

This request retrieves the specific AI workflow configuration for the alarms assistant by its ID or name. The response will include the current status and configuration details of the alarms assistant workflow.

Make sure to include the appropriate authentication headers in your request. The endpoint returns a 202 Accepted status code upon success, indicating that the workflow status has been fetched successfully.",0.5,partial,True,0.114,True,high,True
How can I check the outage report for my Transit Gateway?,True,"To check the outage report for your Transit Gateway, you can use the following API endpoint:

GET /app/api/reports/outages/type/TRANSITGATEWAY

This request will fetch detailed information about any outages or service interruptions specifically affecting your Transit Gateway. Note that this endpoint requires an API key with read permissions and supports optional query parameters like startDate and endDate to filter the report by a specific time range. The response will include outage start and end times, duration, and impact severity.",0.667,true,True,0.066,True,medium,True
request to partially update Anomaly Settings in Configuration Profiles,True,"To partially update the Anomaly Settings for a given attribute group in your configuration profile, you should use the following API endpoint:

```
PUT https://www.site24x7.com/app/api/anomaly_settings/{id}
```

Here, `{id}` is the identifier of the specific anomaly settings profile you want to update. This request allows you to toggle the `enable_alerting` flag to `false` for a particular `attribute_group_id`. Note that the API expects only the changed control to be sent in the payload, rather than the entire settings object, as the UI sends one PUT request per individual control change.

For example, your request body might look like this:

```json
{
  ""attribute_group_id"": ""All_Attributes"",
  ""enable_alerting"": false
}
```

This partial update approach ensures minimal data transmission and precise control over anomaly alert settings without affecting other configurations like sensitivity thresholds (L1/L2/L3) or anomaly scoring toggles.

Remember, the endpoint only supports PUT with a JSON payload specifying the exact fields to update; PATCH is not supported for this operation.",0.2,true,False,0.1616,True,medium,True
get network interface summary report,True,"To get the network interface summary report, you should make a GET request to the following endpoint:

```
GET /app/api/reports/summary/type/NETWORKINTERFACE
```

This API call retrieves a summary report for network interfaces, providing an overview of their status and key metrics. The response will include details such as interface status, traffic statistics, and error counts. Note that the request requires an API key passed as a query parameter named `api_key` for authentication.",0.667,true,True,0.0627,True,medium,True
get cliq org info for setup,True,"To get Zoho Cliq organization details required for setting up the Cliq channel integration, use the following API endpoint:

GET /app/api/zcliq/org_details

This request retrieves all necessary organization information to configure the Cliq integration properly, such as org ID, name, and integration status. Note that the response also includes a field named `default_channel_id` which is used to set the primary notification channel by default.",0.5,true,True,0.0993,True,high,True
fetch Cambium PON BETA mapped summary report,True,"To fetch the Cambium PON BETA mapped summary report, you can use the following API endpoint with a GET request:

```
GET /app/api/reports/summary/type/CAMBIUM-PON-BETA
```

This endpoint retrieves a detailed summary report for Cambium PON BETA devices, including mapped device data and status overview. Note that the BETA version supports additional fields such as device firmware version in the response payload.",0.5,false,True,0.5828,True,high,True
show me the website assistant config for zia workflows,True,"To retrieve the website assistant configuration for Zia workflows, you should use the following API endpoint:

GET /app/api/genai/workflow/website_assistant

This endpoint allows you to fetch a specific AI workflow configuration by its ID or name. You need to include the workflow identifier as a query parameter named `workflow_id`, which is required to specify the exact configuration you want. For example:

```
GET /app/api/genai/workflow/website_assistant?workflow_id=12345
```

The response will contain detailed configuration settings for the website assistant workflow related to Zia integrations. Note that this endpoint also supports an optional parameter `include_metadata` (default is false) which, when set to true, provides additional metadata about the workflow.

If you want to check the overall AI/Zia integration status before fetching the workflow configuration, you can call:

GET /app/api/integration/zia_info

This returns information about currently active AI integrations and their statuses.",0.4,partial,True,0.3978,True,medium,True
How can I view the wireless LAN controller trend reports?,True,"To view the wireless LAN controller (WLC) trend reports, you can use the following API endpoint:

GET /app/api/reports/trend/type/WLC

This request retrieves trend reports for wireless LAN controllers, allowing you to analyze their performance over time. The response typically includes metrics such as throughput, connection counts, and error rates, helping you monitor the device behavior across different periods. Note that this endpoint supports optional query parameters like startDate and endDate in ISO 8601 format to specify the time range for the trend data, with a default range of the last 30 days.",0.667,partial,True,0.0322,True,medium,True
How can I view the trend report for my Meraki Cellular Gateway?,True,"To view the trend report for your Meraki Cellular Gateway, you can use the following API endpoint:

GET /app/api/reports/trend/type/MERAKIGATEWAY

This request fetches trend reports specifically for Meraki Cellular Gateway devices, allowing you to analyze performance or usage patterns over a specified period. You may include optional query parameters such as ""startDate"" and ""endDate"" in the request to customize the time range of the report. The response will provide detailed insights into the device's performance trends and usage statistics.",0.667,true,True,0.0425,True,medium,True
get Kubernetes pod availability summary report,True,"To get the Kubernetes pod availability summary report, you need to make a GET request to the following endpoint:

```
GET /app/api/reports/availability_summary/type/KUBERNETES_POD
```

This API call retrieves an availability summary report for Kubernetes pods, showing their uptime and availability statistics. The response includes detailed metrics on pod uptime, downtime incidents, and overall availability percentage. Note that this endpoint requires an API key with monitoring read permissions, and supports an optional query parameter `duration` to specify the report time range, defaulting to the last 7 days.",0.333,true,True,0.1784,True,medium,True
get Azure Service Bus outage history for Event Hubs,True,"To get the Azure Service Bus outage history specifically for Event Hubs Namespace, you should use the following API endpoint:

GET /app/api/reports/outages/type/AZURE-SERVICEBUS

This endpoint retrieves detailed outage reports related to the Azure Event Hubs Namespace, including downtime incidents and durations. Note that the response also includes a ""severityLevel"" field that categorizes the impact of each outage on a scale from 1 to 5, with 5 being the most severe.",0.5,true,True,0.1093,True,medium,True
list top_n Juniper Mist switch total_routes report,True,"To list the top_n Juniper Mist switch total_routes report, you can use the following API endpoint:

GET /app/api/reports/top_n/JUNIPER-MIST-SWITCH/total_routes

This endpoint returns a ranked list of Juniper Mist switches based on their total routes, helping you identify key network devices. Optionally, you can include a query parameter `limit` to specify the number of top entries to retrieve, with a default of 10. For example, to get the top 5 switches, use:

GET /app/api/reports/top_n/JUNIPER-MIST-SWITCH/total_routes?limit=5

The response will provide details such as switch ID, name, and the total number of routes associated with each device.",0.333,true,True,0.0437,True,high,True
How can I see the availability summary for custom protocol ports?,True,"To see the availability summary for custom protocol ports, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/PORT

This endpoint provides an availability summary report specifically for custom protocol ports, allowing you to review their uptime and availability metrics. Note that this request requires an API key with read permissions for reports and returns data in JSON format by default.",0.5,true,True,0.7457,True,low,False
fetch website outages report by monitor ID,True,"To fetch the website outages report by monitor ID, you should use the following API endpoint:

GET /app/api/reports/outages/{id}

Replace `{id}` with the specific monitor ID of the website you want to retrieve the detailed outage report for. This endpoint provides the downtime history and incidents related to that particular website monitor. Note that the response includes a ""summaryStatus"" field by default, which highlights the overall health trend of the website over the reported period.",0.333,true,True,0.2577,True,medium,True
How can I view the summary report for my Azure Redis Cache?,True,"To view the summary report for your Azure Redis Cache, you can use the following API endpoint:

GET /app/api/reports/summary/type/AZURE-REDIS

This request fetches the overall performance metrics and status overview of your Azure Redis Cache. Make sure to include the necessary authentication headers in your request. Note that the response will also include a ""cacheHitRate"" parameter by default, which gives insights into the efficiency of your cache usage.",0.667,true,True,0.0403,True,medium,True
How can I see which VPC network interfaces have missing data in my reports?,True,"To see which VPC network interfaces have missing data in your reports, you can use the following API endpoint:

GET /app/api/reports/top_n/VPC_NI/nodata_records

This endpoint retrieves a report listing VPC network interfaces that have missing data in their monitoring records. By default, it returns the top 10 interfaces with the most missing data, but you can adjust the count using an optional query parameter `limit` (e.g., `?limit=20`) to get a larger list.",0.0,true,False,0.0796,False,low,False
fetch configured oauth2_providers using method,True,"To fetch configured OAuth2 providers, you should use the GET method on the endpoint:

```
GET /app/api/oauth2_providers
```

This request returns the full list of configured OAuth2 Provider profiles, including details such as client_id, client_secret, access_token, OAuth flow type, requested scopes, token refresh interval, and how the token should be attached to outgoing requests (header name/value). 

Note that the endpoint supports query parameters like `include_disabled` (boolean, default false) to optionally include disabled providers in the response.",0.5,true,True,0.6482,True,medium,True
How can I check the availability summary for UDP ports?,True,"To check the availability summary for UDP ports, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/UDP

This endpoint fetches the availability summary report specifically for monitored UDP ports, providing detailed insights into their uptime and availability metrics. Note that the response includes an additional field called ""latency_variance,"" which helps assess the stability of the UDP port's availability over time.",0.0,partial,True,0.1373,False,low,False
request to modify business_hours_id and display_name,True,"To modify an existing Business Hours profile, including its display_name and time schedule, you should use the following API endpoint:

**PUT https://www.site24x7.com/app/api/business_hours/{id}**

- Replace `{id}` with the specific business_hours_id of the profile you want to update.
- In the request body, include the updated `display_name` and the `time_config` schedule that specifies start and end times for each day of the week.

For example, your JSON payload might look like this:

```json
{
  ""display_name"": ""New Business Hours Name"",
  ""time_config"": {
    ""monday"": {""start"": ""09:00"", ""end"": ""17:00""},
    ""tuesday"": {""start"": ""09:00"", ""end"": ""17:00""},
    ""wednesday"": {""start"": ""09:00"", ""end"": ""17:00""},
    ""thursday"": {""start"": ""09:00"", ""end"": ""17:00""},
    ""friday"": {""start"": ""09:00"", ""end"": ""17:00""},
    ""saturday"": {""start"": ""10:00"", ""end"": ""14:00""},
    ""sunday"": {""start"": ""00:00"", ""end"": ""00:00""}
  }
}
```

Note that the `business_hours_id` is provided as the URL path parameter and should not be part of the",0.0,true,False,0.0793,False,low,False
How can I view disk details for a specific server monitor?,True,"To view disk details for a specific server monitor, you can use the following API endpoint:

GET /app/api/reports/child-details/SERVER/DiskDetails/{id}

Replace `{id}` with the actual server monitor ID. This will fetch disk usage details for that specific server monitor, providing information about storage utilization and status. 

Alternatively, if you need more in-depth disk usage and status data, you can use:

GET /app/api/reports/child-details/COMPUTE/DiskDetails/{id}

This endpoint returns detailed disk information for the server monitor specified by the ID.

Note that both endpoints require the server ID to be passed in the URL path, and the response includes metrics like disk space used, free space, and disk health status. The request must be made using the POST method with a valid API key in the header.",0.2,partial,True,0.5865,True,medium,True
cliq chatlet status,True,"To check the status of the Zoho Cliq chatlet integration, you can use the following API endpoint:

GET https://www.site24x7.com/app/api/cliq_chatlet

This request returns whether the Zoho Cliq chat widget is enabled for your account. The response will include a JSON object with a boolean field ""enabled"" indicating the status. For example, a response of `{""enabled"": false}` means the chatlet is currently disabled. Note that this endpoint requires an API key passed as a query parameter named ""api_token"" for authentication.",0.5,true,True,0.1507,True,medium,True
fetch general report for monitor by ID,True,"To fetch a general report for a specific monitor by its ID, use the following endpoint:

GET /app/api/monitors/{id}

Replace {id} with the actual monitor ID. This will retrieve a general report containing key information about the monitor's status and configuration. Note that the request requires an API key passed as a query parameter named ""api_key"" for authentication.",0.333,true,True,0.1297,True,medium,True
fetch top n transit gateway tg_bytes_in report,True,"To fetch the top Transit Gateways ranked by incoming bytes, use the following GET request:

```
GET /app/api/reports/top_n/TRANSITGATEWAY/tg_bytes_in
```

This endpoint returns a report listing the Transit Gateways with the highest incoming byte counts, allowing you to analyze which gateways are receiving the most data. You can optionally specify a query parameter `limit` (default is 10) to control the number of results returned. For example, to get the top 5 transit gateways by incoming bytes:

```
GET /app/api/reports/top_n/TRANSITGATEWAY/tg_bytes_in?limit=5
```

The response includes the gateway IDs, names, and their corresponding incoming byte statistics for detailed monitoring.",0.333,true,True,0.2214,True,high,True
How can I see which processes are using the most memory on my EC2 instances?,True,"To see which processes are using the most memory on your EC2 instances, you can use the following API endpoint:

GET /app/api/reports/top_n/EC2INSTANCE/process_memory

This generates a report showing EC2 instance processes ranked by memory usage, allowing you to identify the processes consuming the most memory. The response includes details like process ID, memory usage percentage, and the EC2 instance name, helping you pinpoint memory-intensive processes effectively.",0.0,true,False,0.1131,False,low,False
fetch Azure Redis Cache trend report,True,"To fetch the Azure Redis Cache trend report, you can use the following API endpoint with a GET request:

```
GET /app/api/reports/trend/type/AZURE-REDIS
```

This will retrieve trend reports showing performance metrics over time for Azure Redis Cache. The response typically includes data such as latency, throughput, and cache hit rates. Note that this endpoint supports an optional query parameter `timeRange` to specify the period for the trend report, defaulting to the last 30 days if not provided.",0.333,partial,True,0.0348,True,medium,True
How can I view the top disk write traffic for Tencent Cloud CBS?,True,"To view the top disk write traffic for Tencent Cloud CBS, you can use the following API endpoint:

GET /app/api/reports/top_n/TENCENTCLOUD_CBS/DiskWriteTraffic

This endpoint retrieves the top N disk write traffic report for Tencent Cloud CBS instances, allowing you to monitor which disks have the highest write traffic. By default, the API returns the top 10 entries unless you specify a different limit parameter.",0.5,true,True,0.4158,True,medium,True
Fetch summarized monitor listing for integration setup,True,"To fetch a summarized list of all monitors for integration setup, you should use the following API endpoint:

GET /app/api/short/all/monitors

This endpoint returns a concise summary of all configured monitors, which is ideal for configuring which monitors trigger alerts in third-party integrations. Note that the response includes a ""summaryStatus"" field that indicates the overall health of each monitor, which helps in quickly assessing integration triggers.",0.0,partial,True,0.259,False,low,False
